fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
7.7,0.4,0.27,4.5,0.034,27.0,95.0,0.0,1.0,0.59,1.0,1
6.7,0.17,0.27,1.4,0.032,39.0,149.0,0.0,1.0,0.52,1.0,0
7.0,0.23,0.26,7.2,0.040999999999999995,21.0,90.0,0.0,1.0,0.55,1.0,1
8.1,0.24,0.26,11.0,0.043,41.0,211.0,0.0,1.0,0.49,1.0,1
7.7,0.28,0.63,11.1,0.039,58.0,179.0,0.0,1.0,0.44,0.0,0
7.5,0.23,0.29,2.6,0.031,24.0,98.0,0.0,1.0,0.54,1.0,1
8.3,0.26,0.31,2.0,0.028999999999999998,14.0,141.0,0.0,0.0,0.77,1.0,1
7.9,0.46,0.4,10.1,0.168,19.0,184.0,0.0,1.0,0.62,1.0,0
7.9,0.31,0.22,13.3,0.048,46.0,212.0,0.0,1.0,0.59,1.0,0
7.9,0.25,0.34,11.4,0.04,53.0,202.0,0.0,1.0,0.57,1.0,1
6.1,0.28,0.16,1.3,0.06,36.0,126.0,0.0,1.0,0.46,0.0,1
7.0,0.18,0.26,1.4,0.044000000000000004,46.0,89.0,0.0,1.0,0.48,1.0,1
6.5,0.21,0.28,1.4,0.046,26.0,66.0,0.0,1.0,0.48,1.0,1
7.6,0.48,0.33,7.0,0.024,14.0,130.0,0.0,1.0,0.45,1.0,1
7.1,0.34,0.32,2.0,0.051,29.0,130.0,0.0,1.0,0.5,1.0,1
8.9,0.21,0.37,1.2,0.027999999999999997,20.0,93.0,0.0,1.0,0.37,1.0,0
7.4,0.32,0.27,12.9,0.04,60.0,221.0,0.0,1.0,0.66,1.0,0
6.0,0.495,0.27,5.0,0.157,17.0,129.0,0.0,1.0,0.36,1.0,0
8.1,0.25,0.34,10.1,0.05,30.0,121.0,0.0,1.0,0.49,1.0,1
8.2,0.25,0.46,3.75,0.05,14.0,102.0,0.0,1.0,0.58,1.0,0
6.5,0.18,0.29,1.7,0.035,39.0,144.0,0.0,1.0,0.5,1.0,1
6.7,0.24,0.26,12.6,0.053,44.0,182.0,0.0,1.0,0.42,1.0,0
6.6,0.32,0.24,1.3,0.06,42.5,204.0,0.0,1.0,0.51,1.0,0
7.6,0.32,0.35,1.6,0.092,24.0,138.0,0.0,1.0,0.44,1.0,0
7.4,0.33,0.44,7.6,0.05,40.0,227.0,0.0,1.0,0.52,1.0,0
7.2,0.3,0.3,8.1,0.05,40.0,188.0,0.0,1.0,0.49,1.0,1
7.4,0.34,0.3,14.9,0.037000000000000005,70.0,169.0,0.0,1.0,0.37,1.0,1
6.1,0.16,0.29,6.0,0.03,29.0,144.0,0.0,1.0,0.46,1.0,1
6.3,0.1,0.24,6.0,0.039,25.0,107.0,0.0,1.0,0.49,1.0,1
6.2,0.45,0.73,7.2,0.099,47.0,202.0,0.0,1.0,0.43,1.0,0
6.0,0.33,0.18,3.0,0.036000000000000004,5.0,85.0,0.0,1.0,0.4,1.0,0
7.6,0.48,0.37,1.2,0.034,5.0,57.0,0.0,1.0,0.54,1.0,0
7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.0,1.0,0.41,1.0,1
7.0,0.32,0.29,4.9,0.036000000000000004,41.0,150.0,0.0,1.0,0.43,1.0,1
7.2,0.2,0.3,2.0,0.039,43.0,188.0,0.0,1.0,0.41,1.0,1
7.0,0.22,0.29,8.9,0.05,24.0,90.0,0.0,1.0,0.46,1.0,1
9.4,0.23,0.56,16.45,0.063,52.5,282.0,1.0,1.0,0.51,1.0,0
6.4,0.27,0.19,2.0,0.084,21.0,191.0,0.0,1.0,0.63,1.0,0
6.4,0.27,0.19,1.9,0.085,21.0,196.0,0.0,1.0,0.64,1.0,0
7.0,0.23,0.42,5.1,0.042,37.0,144.0,0.0,1.0,0.59,1.0,1
6.9,0.15,0.28,4.4,0.028999999999999998,14.0,107.0,0.0,1.0,0.46,1.0,1
6.7,0.26,0.29,5.8,0.025,26.0,74.0,0.0,1.0,0.53,1.0,1
6.9,0.15,0.28,4.4,0.028999999999999998,14.0,107.0,0.0,1.0,0.46,1.0,1
7.6,0.2,0.68,12.9,0.042,56.0,160.0,0.0,1.0,0.41,0.0,0
6.9,0.3,0.29,1.3,0.053,24.0,189.0,0.0,1.0,0.54,1.0,0
6.9,0.3,0.3,1.3,0.053,24.0,186.0,0.0,1.0,0.54,1.0,0
7.6,0.21,0.35,1.2,0.040999999999999995,7.0,106.0,0.0,1.0,0.45,1.0,0
6.8,0.46,0.26,2.7,0.042,28.0,83.0,0.0,1.0,0.51,1.0,1
7.0,0.28,0.26,1.7,0.042,34.0,130.0,0.0,1.0,0.5,1.0,1
6.5,0.24,0.29,8.2,0.043,32.0,156.0,0.0,1.0,0.7,1.0,1
6.4,0.17,0.34,1.5,0.091,42.0,135.0,0.0,1.0,0.49,1.0,1
6.4,0.17,0.34,1.5,0.09300000000000001,43.0,136.0,0.0,1.0,0.49,1.0,1
6.3,0.695,0.55,12.9,0.055999999999999994,58.0,252.0,0.0,1.0,0.49,0.0,0
7.0,0.27,0.29,3.9,0.059000000000000004,28.0,199.0,0.0,1.0,0.59,1.0,0
8.4,0.3,0.25,17.75,0.047,25.0,218.0,1.0,0.0,0.66,1.0,0
6.5,0.19,0.27,4.9,0.037000000000000005,13.0,101.0,0.0,1.0,0.41,1.0,1
8.0,0.36,0.39,1.6,0.024,26.0,93.0,0.0,1.0,0.49,1.0,1
6.1,0.16,0.24,1.4,0.046,17.0,77.0,0.0,1.0,0.57,1.0,1
9.2,0.19,0.42,2.0,0.047,16.0,104.0,0.0,1.0,0.66,1.0,0
9.2,0.16,0.49,2.0,0.044000000000000004,18.0,107.0,0.0,1.0,0.53,1.0,0
8.0,0.26,0.28,8.2,0.038,72.0,202.0,0.0,1.0,0.56,1.0,1
8.8,0.33,0.36,2.1,0.034,19.0,125.0,0.0,0.0,0.98,1.0,1
9.8,0.16,0.46,1.8,0.046,23.0,130.0,0.0,1.0,0.67,1.0,0
6.6,0.23,0.18,8.5,0.044000000000000004,59.0,188.0,0.0,1.0,0.49,1.0,0
7.9,0.44,0.26,4.45,0.033,23.0,100.0,0.0,1.0,0.52,1.0,1
7.6,0.31,0.27,5.8,0.036000000000000004,23.0,109.0,0.0,1.0,0.54,1.0,1
7.5,0.705,0.1,13.0,0.044000000000000004,44.0,214.0,0.0,1.0,0.5,1.0,0
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.0,1.0,0.64,1.0,0
7.0,0.16,0.26,7.3,0.047,30.0,220.0,0.0,1.0,0.58,1.0,1
8.0,0.27,0.25,19.1,0.045,50.0,208.0,1.0,1.0,0.5,1.0,1
6.3,0.38,0.17,8.8,0.08,50.0,212.0,0.0,1.0,0.66,1.0,0
7.1,0.21,0.28,2.7,0.034,23.0,111.0,0.0,1.0,0.64,1.0,0
6.2,0.38,0.18,7.4,0.095,28.0,195.0,0.0,1.0,0.71,1.0,0
8.2,0.24,0.3,2.3,0.05,23.0,106.0,0.0,0.0,0.5,1.0,0
7.0,0.16,0.26,6.85,0.047,30.0,220.0,0.0,1.0,0.58,1.0,1
7.3,0.815,0.09,11.4,0.044000000000000004,45.0,204.0,0.0,1.0,0.46,1.0,0
6.3,0.41,0.16,0.9,0.032,25.0,98.0,0.0,1.0,0.42,1.0,0
6.1,0.36,0.41,19.35,0.07,67.0,207.0,1.0,1.0,0.53,1.0,0
8.1,0.4,0.32,7.9,0.031,23.0,118.0,0.0,1.0,0.46,1.0,1
6.8,0.26,0.43,11.75,0.045,53.0,198.0,0.0,1.0,0.55,1.0,0
6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.0,1.0,0.72,1.0,0
7.2,0.24,0.29,3.0,0.036000000000000004,17.0,117.0,0.0,1.0,0.68,1.0,1
6.2,0.44,0.18,7.7,0.096,28.0,210.0,0.0,1.0,0.72,1.0,0
7.2,0.24,0.29,3.0,0.036000000000000004,17.0,117.0,0.0,1.0,0.68,1.0,1
7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.0,1.0,0.48,1.0,1
8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.0,1.0,0.55,1.0,1
7.3,0.22,0.26,1.5,0.04,32.0,172.0,0.0,1.0,0.48,1.0,1
8.1,0.34,0.28,7.5,0.04,70.0,230.0,0.0,1.0,0.55,1.0,1
6.4,0.28,0.17,8.3,0.042,61.0,195.0,0.0,1.0,0.46,1.0,0
6.3,0.29,0.14,7.05,0.045,50.0,177.0,0.0,1.0,0.42,1.0,0
6.4,0.27,0.17,8.4,0.044000000000000004,60.0,198.0,0.0,1.0,0.47,1.0,0
7.4,0.35,0.2,13.9,0.054000000000000006,63.0,229.0,0.0,1.0,0.5,0.0,1
8.3,0.28,0.27,17.5,0.045,48.0,253.0,1.0,1.0,0.56,1.0,1
6.4,0.35,0.35,5.6,0.034,9.0,148.0,0.0,1.0,0.5,1.0,0
6.9,0.43,0.28,9.4,0.055999999999999994,29.0,183.0,0.0,1.0,0.43,1.0,0
8.0,0.26,0.28,4.8,0.05,34.0,150.0,0.0,1.0,0.5,1.0,1
6.9,0.43,0.28,9.4,0.055999999999999994,29.0,183.0,0.0,1.0,0.43,1.0,0
7.3,0.27,0.37,9.7,0.042,36.0,130.0,0.0,1.0,0.75,1.0,1
6.8,0.46,0.26,6.3,0.147,49.0,159.0,0.0,1.0,0.47,1.0,0
7.2,0.2,0.28,1.6,0.027999999999999997,13.0,168.0,0.0,1.0,1.06,1.0,1
7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.0,1.0,0.45,1.0,0
6.6,0.32,0.33,2.5,0.052000000000000005,40.0,219.5,0.0,1.0,0.6,1.0,0
7.6,0.285,0.32,14.6,0.063,32.0,201.0,0.0,1.0,0.45,1.0,0
6.6,0.34,0.34,2.6,0.051,40.5,210.0,0.0,1.0,0.61,1.0,0
6.6,0.32,0.33,2.5,0.052000000000000005,40.0,210.0,0.0,1.0,0.6,1.0,0
6.5,0.27,0.26,8.2,0.042,21.0,133.0,0.0,1.0,0.64,1.0,1
6.6,0.26,0.27,1.5,0.04,19.0,114.0,0.0,1.0,0.62,1.0,1
6.7,0.27,0.26,2.3,0.043,61.0,181.0,0.0,1.0,0.63,1.0,1
6.6,0.56,0.15,10.0,0.037000000000000005,38.0,157.0,0.0,1.0,0.52,1.0,0
6.6,0.56,0.15,10.0,0.037000000000000005,38.0,157.0,0.0,1.0,0.52,1.0,0
7.3,0.19,0.27,1.6,0.027000000000000003,35.0,136.0,0.0,1.0,0.54,1.0,1
6.3,0.2,0.26,1.6,0.027000000000000003,36.0,141.0,0.0,1.0,0.56,1.0,1
7.1,0.29,0.3,16.0,0.036000000000000004,58.0,201.0,0.0,1.0,0.67,1.0,0
7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.0,1.0,0.58,1.0,1
8.1,0.33,0.36,7.4,0.037000000000000005,36.0,156.0,0.0,1.0,0.54,1.0,1
8.1,0.33,0.36,7.4,0.037000000000000005,36.0,156.0,0.0,1.0,0.54,1.0,1
7.8,0.32,0.33,10.4,0.031,47.0,194.0,0.0,1.0,0.58,1.0,1
6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.0,1.0,0.52,1.0,0
6.6,0.33,0.24,16.05,0.045,31.0,147.0,0.0,1.0,0.52,1.0,0
8.2,0.26,0.33,2.6,0.053,11.0,71.0,0.0,0.0,0.49,1.0,0
8.3,0.25,0.33,2.5,0.053,12.0,72.0,0.0,0.0,0.48,1.0,0
7.0,0.26,0.26,10.8,0.039,37.0,184.0,0.0,1.0,0.58,1.0,1
6.0,0.26,0.15,1.2,0.053,35.0,124.0,0.0,1.0,0.46,0.0,0
7.5,0.28,0.78,12.1,0.040999999999999995,53.0,161.0,0.0,0.0,0.44,0.0,0
7.5,0.27,0.79,11.95,0.04,51.0,159.0,0.0,0.0,0.44,0.0,0
7.0,0.28,0.32,1.7,0.038,27.0,128.0,0.0,1.0,0.62,1.0,1
5.2,0.16,0.34,0.8,0.028999999999999998,26.0,77.0,0.0,1.0,0.51,1.0,1
6.8,0.34,0.1,1.4,0.049,29.0,118.0,0.0,1.0,0.41,1.0,0
7.6,0.25,0.34,1.3,0.055999999999999994,34.0,176.0,0.0,1.0,0.51,1.0,0
5.6,0.35,0.4,6.3,0.022000000000000002,23.0,174.0,0.0,1.0,0.5,1.0,1
8.8,0.24,0.23,10.3,0.032,12.0,97.0,0.0,1.0,0.4,1.0,1
6.0,0.29,0.21,15.55,0.043,20.0,142.0,0.0,1.0,0.54,1.0,1
6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.0,1.0,0.44,1.0,1
7.4,0.56,0.09,1.5,0.071,19.0,117.0,0.0,1.0,0.53,1.0,0
6.8,0.29,0.49,1.4,0.142,52.0,148.0,0.0,1.0,0.49,1.0,1
6.1,0.27,0.31,1.5,0.035,17.0,83.0,0.0,1.0,0.44,1.0,1
6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.0,1.0,0.48,1.0,1
6.6,0.24,0.3,13.0,0.052000000000000005,18.0,143.0,0.0,1.0,0.49,1.0,1
6.8,0.32,0.3,1.0,0.049,22.0,113.0,0.0,1.0,0.61,1.0,0
6.4,0.37,0.37,4.85,0.040999999999999995,39.5,216.5,0.0,1.0,0.5,1.0,1
6.2,0.26,0.37,7.1,0.047,54.0,201.0,0.0,1.0,0.48,1.0,1
6.3,0.27,0.37,7.9,0.047,58.0,215.0,0.0,1.0,0.48,1.0,1
6.4,0.3,0.16,7.5,0.05,55.0,191.0,0.0,1.0,0.49,1.0,0
8.0,0.28,0.32,7.6,0.045,61.0,204.0,0.0,1.0,0.55,1.0,1
6.7,0.24,0.32,10.3,0.079,37.0,122.0,0.0,1.0,0.45,0.0,0
7.9,0.27,0.27,1.7,0.034,25.0,122.0,0.0,0.0,0.51,1.0,1
7.9,0.27,0.27,1.7,0.034,25.0,122.0,0.0,0.0,0.51,1.0,1
6.1,0.28,0.24,19.95,0.07400000000000001,32.0,174.0,0.0,1.0,0.44,1.0,1
7.7,0.39,0.49,7.7,0.036000000000000004,11.0,110.0,0.0,1.0,0.76,1.0,1
6.0,0.2,0.24,5.3,0.075,49.0,201.0,0.0,1.0,0.43,1.0,0
6.1,0.28,0.24,19.95,0.07400000000000001,32.0,174.0,0.0,1.0,0.44,1.0,1
7.6,0.31,0.23,12.7,0.054000000000000006,20.0,139.0,0.0,1.0,0.5,1.0,0
7.6,0.31,0.23,12.7,0.054000000000000006,20.0,139.0,0.0,1.0,0.5,1.0,0
6.3,0.18,0.22,1.5,0.043,45.0,155.0,0.0,1.0,0.48,1.0,0
8.6,0.23,0.25,11.3,0.031,13.0,96.0,0.0,1.0,0.4,1.0,0
6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,1.0,0.48,0.0,0
6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,1.0,0.48,0.0,0
6.9,0.26,0.31,7.0,0.039,37.0,175.0,0.0,1.0,0.49,1.0,1
6.8,0.21,0.36,18.1,0.046,32.0,133.0,1.0,1.0,0.48,0.0,0
6.4,0.31,0.4,6.4,0.039,39.0,191.0,0.0,1.0,0.52,1.0,0
8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.0,1.0,0.47,1.0,0
8.6,0.34,0.36,1.4,0.045,11.0,119.0,0.0,1.0,0.47,1.0,0
8.5,0.3,0.28,3.1,0.054000000000000006,54.0,174.0,0.0,1.0,0.43,1.0,1
7.4,0.4,0.41,14.1,0.053,37.0,194.0,0.0,1.0,0.63,1.0,1
6.6,0.32,0.34,7.7,0.044000000000000004,63.0,212.0,0.0,1.0,0.48,1.0,1
7.1,0.34,0.31,5.2,0.032,36.0,140.0,0.0,1.0,0.47,1.0,1
6.6,0.26,0.25,11.6,0.045,45.0,178.0,0.0,1.0,0.43,1.0,1
8.0,0.27,0.57,10.4,0.053,18.0,134.0,0.0,1.0,0.68,1.0,0
6.2,0.28,0.45,7.5,0.045,46.0,203.0,0.0,1.0,0.46,1.0,1
6.2,0.3,0.49,11.2,0.057999999999999996,68.0,215.0,0.0,1.0,0.6,1.0,1
5.6,0.175,0.29,0.8,0.043,20.0,67.0,0.0,1.0,0.48,1.0,1
6.9,0.34,0.36,1.4,0.032,13.0,145.0,0.0,1.0,0.52,1.0,0
6.9,0.34,0.3,4.7,0.028999999999999998,34.0,148.0,0.0,1.0,0.49,1.0,1
7.1,0.12,0.3,3.1,0.018000000000000002,15.0,37.0,0.0,1.0,0.52,1.0,1
7.1,0.32,0.29,4.0,0.038,33.0,170.0,0.0,1.0,0.64,1.0,1
7.3,0.51,0.29,11.3,0.034,61.0,224.0,0.0,1.0,0.56,1.0,1
7.1,0.12,0.3,3.1,0.018000000000000002,15.0,37.0,0.0,1.0,0.52,1.0,1
6.3,0.24,0.55,8.1,0.04,67.0,216.0,0.0,1.0,0.5,1.0,0
7.5,0.41,0.23,14.8,0.054000000000000006,28.0,174.0,0.0,1.0,0.49,1.0,0
6.5,0.18,0.33,1.4,0.028999999999999998,35.0,138.0,0.0,1.0,0.6,1.0,1
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.0,1.0,0.38,1.0,1
8.2,0.2,0.38,3.5,0.053,41.0,174.0,0.0,1.0,0.41,1.0,0
7.5,0.41,0.23,14.8,0.054000000000000006,28.0,174.0,0.0,1.0,0.49,1.0,0
7.3,0.17,0.24,8.1,0.121,32.0,162.0,0.0,1.0,0.38,1.0,1
6.5,0.18,0.33,1.4,0.028999999999999998,35.0,138.0,0.0,1.0,0.6,1.0,1
7.3,0.16,0.35,1.5,0.036000000000000004,29.0,108.0,0.0,1.0,0.51,1.0,1
6.4,0.16,0.37,1.5,0.037000000000000005,27.0,109.0,0.0,1.0,0.5,1.0,1
6.6,0.42,0.13,12.8,0.044000000000000004,26.0,158.0,0.0,1.0,0.47,1.0,0
5.8,0.3,0.12,1.6,0.036000000000000004,57.0,163.0,0.0,1.0,0.59,1.0,1
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.0,1.0,0.38,1.0,0
6.7,0.54,0.27,7.1,0.049,8.0,178.0,0.0,1.0,0.38,1.0,0
6.4,0.22,0.3,11.2,0.046,53.0,149.0,0.0,1.0,0.34,1.0,0
6.8,0.23,0.3,1.7,0.043,19.0,95.0,0.0,1.0,0.46,1.0,1
9.0,0.26,0.34,6.7,0.028999999999999998,21.0,162.0,0.0,1.0,0.5,1.0,1
6.5,0.23,0.25,17.3,0.046,15.0,110.0,0.0,1.0,0.42,1.0,1
5.9,0.28,0.14,8.6,0.032,30.0,142.0,0.0,1.0,0.44,1.0,1
5.9,0.28,0.14,8.6,0.032,30.0,142.0,0.0,1.0,0.44,1.0,1
6.2,0.27,0.18,1.5,0.027999999999999997,20.0,111.0,0.0,1.0,0.5,1.0,0
9.0,0.29,0.34,12.1,0.03,34.0,177.0,0.0,1.0,0.47,1.0,0
9.0,0.26,0.34,6.7,0.028999999999999998,21.0,162.0,0.0,1.0,0.5,1.0,1
8.9,0.27,0.34,10.7,0.028999999999999998,19.5,166.0,0.0,1.0,0.48,1.0,0
6.5,0.23,0.25,17.3,0.046,15.0,110.0,0.0,1.0,0.42,1.0,1
6.9,0.32,0.3,1.8,0.036000000000000004,28.0,117.0,0.0,1.0,0.48,1.0,1
7.2,0.22,0.24,1.4,0.040999999999999995,17.0,159.0,0.0,1.0,0.53,1.0,1
6.7,0.5,0.38,7.5,0.046,26.0,175.0,0.0,1.0,0.54,1.0,0
6.2,0.33,0.14,4.8,0.052000000000000005,27.0,128.0,0.0,1.0,0.48,1.0,0
6.3,0.26,0.42,7.1,0.045,62.0,209.0,0.0,1.0,0.53,1.0,1
7.5,0.2,0.47,16.9,0.052000000000000005,51.0,188.0,0.0,1.0,0.62,1.0,0
6.2,0.33,0.14,4.8,0.052000000000000005,27.0,128.0,0.0,1.0,0.48,1.0,0
6.3,0.26,0.42,7.1,0.045,62.0,209.0,0.0,1.0,0.53,1.0,1
6.6,0.36,0.52,11.3,0.046,8.0,110.0,0.0,1.0,0.46,1.0,0
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.0,1.0,0.72,1.0,1
6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.0,1.0,0.73,1.0,1
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.0,1.0,0.72,1.0,1
7.6,0.23,0.64,12.9,0.033,54.0,170.0,0.0,1.0,0.53,0.0,0
6.4,0.15,0.44,1.2,0.043,67.0,150.0,0.0,1.0,0.73,1.0,1
6.3,0.13,0.42,1.1,0.043,63.0,146.0,0.0,1.0,0.72,1.0,1
5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.0,1.0,0.42,1.0,0
6.9,0.32,0.26,2.3,0.03,11.0,103.0,0.0,1.0,0.42,1.0,1
6.9,0.28,0.22,10.0,0.052000000000000005,36.0,131.0,0.0,1.0,0.46,1.0,0
6.9,0.32,0.26,2.3,0.03,11.0,103.0,0.0,1.0,0.42,1.0,1
5.7,0.255,0.65,1.2,0.079,17.0,137.0,0.0,1.0,0.42,1.0,0
6.6,0.41,0.16,1.4,0.037000000000000005,28.0,160.0,0.0,0.0,0.45,1.0,1
7.3,0.37,0.16,14.9,0.048,59.0,240.0,0.0,1.0,0.45,0.0,0
6.9,0.21,0.24,1.8,0.021,17.0,80.0,0.0,1.0,0.46,1.0,1
6.6,0.24,0.28,1.8,0.027999999999999997,39.0,132.0,0.0,1.0,0.46,1.0,0
6.8,0.28,0.36,7.0,0.043,60.0,207.0,0.0,1.0,0.49,1.0,1
6.6,0.24,0.24,8.6,0.034,25.0,135.0,0.0,1.0,0.59,1.0,1
6.6,0.24,0.28,1.8,0.027999999999999997,39.0,132.0,0.0,1.0,0.46,1.0,0
7.0,0.16,0.32,1.1,0.032,29.0,80.0,0.0,1.0,0.36,1.0,1
7.0,0.14,0.28,1.3,0.026000000000000002,10.0,56.0,0.0,1.0,0.45,1.0,0
6.3,0.34,0.36,4.9,0.035,31.0,185.0,0.0,1.0,0.49,1.0,0
6.8,0.26,0.24,1.9,0.043,70.0,154.0,0.0,1.0,0.52,1.0,0
6.7,0.17,0.42,10.4,0.038,85.0,182.0,0.0,1.0,0.44,0.0,1
6.5,0.27,0.4,10.0,0.039,74.0,227.0,0.0,1.0,0.5,1.0,0
6.7,0.25,0.36,8.6,0.037000000000000005,63.0,206.0,0.0,1.0,0.5,1.0,0
5.8,0.3,0.27,1.7,0.013999999999999999,45.0,104.0,0.0,1.0,0.56,1.0,1
6.4,0.28,0.56,1.7,0.156,49.0,106.0,0.0,1.0,0.37,1.0,1
7.7,0.3,0.26,18.95,0.053,36.0,174.0,0.0,1.0,0.5,1.0,0
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.0,1.0,0.52,1.0,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.0,1.0,0.52,1.0,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.0,1.0,0.52,1.0,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.0,1.0,0.52,1.0,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.0,1.0,0.52,1.0,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.0,1.0,0.52,1.0,1
5.1,0.14,0.25,0.7,0.039,15.0,89.0,0.0,1.0,0.43,1.0,1
6.8,0.18,0.3,12.8,0.062,19.0,171.0,0.0,1.0,0.52,1.0,1
7.2,0.615,0.1,1.4,0.068,25.0,154.0,0.0,1.0,0.48,1.0,0
6.9,0.13,0.28,13.3,0.05,47.0,132.0,0.0,1.0,0.42,1.0,1
6.7,0.34,0.3,8.5,0.059000000000000004,24.0,152.0,0.0,1.0,0.64,1.0,1
7.3,0.32,0.29,1.5,0.038,32.0,144.0,0.0,1.0,0.55,1.0,0
6.3,0.21,0.29,11.7,0.048,49.0,147.0,0.0,1.0,0.38,1.0,0
5.4,0.5,0.13,5.0,0.027999999999999997,12.0,107.0,0.0,1.0,0.88,1.0,1
8.2,0.52,0.34,1.2,0.042,18.0,167.0,0.0,1.0,0.39,1.0,0
7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.0,1.0,0.64,1.0,0
6.4,0.22,0.34,1.4,0.023,56.0,115.0,0.0,1.0,0.7,1.0,1
7.8,0.28,0.31,2.1,0.046,28.0,208.0,0.0,1.0,0.64,1.0,0
6.9,0.32,0.27,16.0,0.034,58.0,185.0,0.0,1.0,0.6,1.0,1
6.8,0.11,0.42,1.1,0.042,51.0,132.0,0.0,1.0,0.74,1.0,1
6.2,0.26,0.32,15.3,0.031,64.0,185.0,0.0,1.0,0.61,1.0,0
6.4,0.22,0.34,1.4,0.023,56.0,115.0,0.0,1.0,0.7,1.0,1
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.0,1.0,0.63,1.0,1
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.0,1.0,0.63,1.0,1
7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.0,1.0,0.36,1.0,1
7.2,0.2,0.36,2.5,0.027999999999999997,22.0,157.0,0.0,1.0,0.49,1.0,1
8.9,0.26,0.33,8.1,0.024,47.0,202.0,0.0,1.0,0.46,1.0,1
7.5,0.25,0.32,8.2,0.024,53.0,209.0,0.0,1.0,0.46,1.0,1
7.1,0.2,0.3,0.9,0.019,4.0,28.0,0.0,1.0,0.36,1.0,1
6.3,0.27,0.46,11.1,0.053,44.0,177.0,0.0,1.0,0.67,1.0,0
6.5,0.3,0.39,7.8,0.038,61.0,219.0,0.0,1.0,0.5,1.0,0
6.7,0.3,0.29,2.8,0.025,37.0,107.0,0.0,1.0,0.63,1.0,1
6.6,0.36,0.52,10.1,0.05,29.0,140.0,0.0,1.0,0.4,1.0,0
6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.0,1.0,0.47,1.0,0
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.0,1.0,0.72,1.0,1
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.0,1.0,0.72,1.0,1
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.0,1.0,0.72,1.0,1
6.6,0.26,0.21,2.9,0.026000000000000002,48.0,126.0,0.0,1.0,0.38,1.0,1
6.6,0.35,0.35,6.0,0.063,31.0,150.0,0.0,1.0,0.47,1.0,1
6.5,0.28,0.28,20.4,0.040999999999999995,40.0,144.0,1.0,1.0,0.38,0.0,0
6.6,0.36,0.52,10.1,0.05,29.0,140.0,0.0,1.0,0.4,1.0,0
6.6,0.26,0.21,2.9,0.026000000000000002,48.0,126.0,0.0,1.0,0.38,1.0,1
6.5,0.18,0.41,14.2,0.039,47.0,129.0,0.0,1.0,0.72,1.0,1
6.15,0.21,0.37,3.2,0.021,20.0,80.0,0.0,1.0,0.47,1.0,0
4.5,0.19,0.21,0.95,0.033,89.0,159.0,0.0,1.0,0.42,0.0,0
8.0,0.24,0.26,1.7,0.033,36.0,136.0,0.0,1.0,0.51,1.0,1
7.8,0.17,0.23,1.7,0.028999999999999998,39.0,128.0,0.0,1.0,0.41,1.0,1
7.0,0.24,0.24,9.0,0.03,42.0,219.0,0.0,1.0,0.46,1.0,1
5.8,0.6,0.0,1.3,0.044000000000000004,72.0,197.0,0.0,1.0,0.43,1.0,0
5.9,0.445,0.26,1.4,0.027000000000000003,23.0,109.0,0.0,1.0,0.36,1.0,1
6.7,0.28,0.28,2.4,0.012,36.0,100.0,0.0,1.0,0.39,1.0,1
6.8,0.44,0.2,16.0,0.065,61.0,186.0,0.0,1.0,0.45,0.0,0
7.2,0.24,0.27,11.4,0.034,40.0,174.0,0.0,1.0,0.44,1.0,0
8.7,0.31,0.73,14.35,0.044000000000000004,27.0,191.0,1.0,0.0,0.88,0.0,0
