,Unnamed: 0,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1847,1847,7.4,0.44,0.2,11.5,0.049,44.0,157.0,0.998,3.27,0.44,9.0,0
1848,1848,8.7,0.49,0.57,17.8,0.052000000000000005,34.0,243.0,1.0007,2.98,0.82,9.0,0
1849,1849,7.0,0.24,0.25,1.7,0.042,48.0,189.0,0.992,3.25,0.42,11.4,1
1850,1850,7.1,0.25,0.25,1.6,0.046,50.0,181.0,0.9925,3.2,0.42,11.0,1
1851,1851,6.1,0.34,0.46,4.7,0.029,21.0,94.0,0.991,3.29,0.62,12.3,1
1852,1852,6.4,0.18,0.31,1.6,0.049,36.0,127.0,0.9934,3.6,0.67,10.4,1
1853,1853,8.3,0.27,0.39,2.4,0.058,16.0,107.0,0.9955,3.28,0.59,10.3,0
1854,1854,6.8,0.24,0.35,6.4,0.048,44.0,172.0,0.9944,3.29,0.55,10.5,1
1855,1855,8.0,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45,9.8,1
1856,1856,10.0,0.91,0.42,1.6,0.056,34.0,181.0,0.9968,3.11,0.46,10.0,0
1857,1857,8.9,0.34,0.34,1.6,0.056,13.0,176.0,0.9946,3.14,0.47,9.7,0
1858,1858,8.9,0.33,0.34,1.4,0.056,14.0,171.0,0.9946,3.13,0.47,9.7,0
1859,1859,8.0,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45,9.8,1
1860,1860,6.7,0.18,0.19,4.7,0.046,57.0,161.0,0.9946,3.32,0.66,10.5,1
1861,1861,7.8,0.2,0.28,10.2,0.054000000000000006,78.0,186.0,0.997,3.14,0.46,10.0,1
1862,1862,7.3,0.13,0.31,2.3,0.054000000000000006,22.0,104.0,0.9924,3.24,0.92,11.5,1
1863,1863,6.6,0.28,0.3,7.8,0.049,57.0,202.0,0.9958,3.24,0.39,9.5,0
1864,1864,7.1,0.25,0.3,2.4,0.042,25.0,122.0,0.994,3.43,0.61,10.5,1
1865,1865,7.6,0.36,0.44,8.3,0.255,28.0,142.0,0.9958,3.12,0.43,10.2,1
1866,1866,7.6,0.27,0.25,13.9,0.05,45.0,199.0,0.9984,3.34,0.5,9.8,1
1867,1867,6.9,0.37,0.28,13.8,0.031,34.0,137.0,0.9948,3.1,0.37,11.6,1
1868,1868,7.4,0.21,0.27,7.3,0.031,41.0,144.0,0.9932,3.15,0.38,11.8,1
1869,1869,8.2,0.18,0.28,8.5,0.035,41.0,140.0,0.9952,3.04,0.37,10.1,1
1870,1870,6.3,0.19,0.21,1.8,0.049,35.0,163.0,0.9924,3.31,0.5,10.3,1
1871,1871,7.0,0.21,0.22,5.1,0.048,38.0,168.0,0.9945,3.34,0.49,10.4,1
1872,1872,5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,3.09,0.46,8.9,0
1873,1873,5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,3.09,0.46,8.9,0
1874,1874,7.9,0.29,0.31,7.35,0.034,37.0,154.0,0.9938,3.06,0.31,10.8,0
1875,1875,6.6,0.31,0.38,16.05,0.058,16.0,165.0,0.9997,3.38,0.6,9.2,0
1876,1876,8.0,0.19,0.3,2.0,0.053,48.0,140.0,0.994,3.18,0.49,9.6,1
1877,1877,8.0,0.2,0.36,1.2,0.032,21.0,78.0,0.9921,3.08,0.37,10.4,1
1878,1878,8.0,0.25,0.26,14.0,0.043,41.0,248.0,0.9986,3.03,0.57,8.7,1
1879,1879,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,1
1880,1880,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,0
1881,1881,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,1
1882,1882,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,0
1883,1883,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,0
1884,1884,6.4,0.22,0.32,7.9,0.029,34.0,124.0,0.9948,3.4,0.39,10.2,0
1885,1885,7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,1
1886,1886,7.0,0.53,0.02,1.0,0.036000000000000004,39.0,107.0,0.993,3.2,0.32,9.0,0
1887,1887,7.3,0.24,0.41,13.6,0.05,41.0,178.0,0.9988,3.37,0.43,9.7,0
1888,1888,7.2,0.24,0.4,17.85,0.049,50.0,185.0,1.0,3.34,0.42,9.6,0
1889,1889,7.6,0.15,0.4,1.3,0.036000000000000004,24.0,112.0,0.9932,3.14,0.76,10.0,0
1890,1890,7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,0
1891,1891,7.6,0.33,0.41,13.7,0.045,44.0,197.0,0.9989,3.18,0.64,9.1,0
1892,1892,6.8,0.24,0.31,18.3,0.046,40.0,142.0,1.0,3.3,0.41,8.7,0
1893,1893,6.8,0.24,0.31,18.3,0.046,40.0,142.0,1.0,3.3,0.41,8.7,0
1894,1894,6.8,0.35,0.44,6.5,0.056,31.0,161.0,0.9952,3.14,0.44,9.5,0
1895,1895,7.9,0.26,0.33,10.3,0.039,73.0,212.0,0.9969,2.93,0.49,9.5,1
1896,1896,7.5,0.29,0.67,8.1,0.037000000000000005,53.0,166.0,0.9966,2.9,0.41,8.9,1
1897,1897,7.5,0.29,0.67,8.1,0.037000000000000005,53.0,166.0,0.9966,2.9,0.41,8.9,1
1898,1898,7.2,0.31,0.41,8.6,0.053,15.0,89.0,0.9976,3.29,0.64,9.9,1
1899,1899,6.7,0.44,0.31,1.9,0.03,41.0,104.0,0.99,3.29,0.62,12.6,1
1900,1900,10.0,0.23,0.27,14.1,0.033,45.0,166.0,0.9988,2.72,0.43,9.7,1
1901,1901,7.4,0.21,0.3,7.9,0.039,14.0,118.0,0.9942,2.96,0.34,10.4,0
1902,1902,8.8,0.23,0.35,10.7,0.04,26.0,183.0,0.9984,2.93,0.49,9.1,1
1903,1903,7.8,0.34,0.27,1.2,0.04,25.0,106.0,0.9932,3.01,0.55,10.4,0
1904,1904,7.9,0.26,0.33,10.3,0.039,73.0,212.0,0.9969,2.93,0.49,9.5,1
1905,1905,7.5,0.29,0.67,8.1,0.037000000000000005,53.0,166.0,0.9966,2.9,0.41,8.9,1
1906,1906,6.0,0.28,0.35,1.9,0.037000000000000005,16.0,120.0,0.9933,3.16,0.69,10.6,0
1907,1907,7.9,0.37,0.3,2.7,0.029,64.0,158.0,0.9916,3.12,0.59,12.0,1
1908,1908,7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,1
1909,1909,7.6,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,0.39,9.6,0
1910,1910,6.6,0.25,0.36,8.1,0.045,54.0,180.0,0.9958,3.08,0.42,9.2,0
1911,1911,7.1,0.18,0.26,1.3,0.041,20.0,71.0,0.9926,3.04,0.74,9.9,1
1912,1912,7.9,0.3,0.27,8.5,0.036000000000000004,20.0,112.0,0.9939,2.96,0.46,11.7,1
1913,1913,8.3,0.23,0.3,2.1,0.049,21.0,153.0,0.9953,3.09,0.5,9.6,1
1914,1914,6.8,0.43,0.3,3.5,0.033,27.0,135.0,0.9906,3.0,0.37,12.0,1
1915,1915,7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,1
1916,1916,6.6,0.25,0.36,8.1,0.045,54.0,180.0,0.9958,3.08,0.42,9.2,0
1917,1917,7.1,0.18,0.26,1.3,0.041,20.0,71.0,0.9926,3.04,0.74,9.9,1
1918,1918,6.6,0.35,0.29,14.4,0.044,54.0,177.0,0.9991,3.17,0.58,8.9,1
1919,1919,7.3,0.22,0.5,13.7,0.049,56.0,189.0,0.9994,3.24,0.66,9.0,1
1920,1920,8.1,0.26,0.33,11.1,0.052000000000000005,52.5,158.0,0.9976,3.03,0.49,10.2,1
1921,1921,7.6,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,0.39,9.6,0
1922,1922,7.0,0.12,0.19,4.9,0.055,27.0,127.0,0.9953,3.29,0.41,9.4,0
1923,1923,8.2,0.37,0.27,1.7,0.028,10.0,59.0,0.9923,2.97,0.48,10.4,0
1924,1924,7.6,0.26,0.36,1.6,0.032,6.0,106.0,0.993,3.15,0.4,10.4,0
1925,1925,6.3,0.2,0.58,1.4,0.204,15.0,97.0,0.9931,3.16,0.43,10.0,1
1926,1926,6.3,0.22,0.57,1.4,0.208,14.0,96.0,0.9932,3.16,0.43,10.0,1
1927,1927,7.1,0.25,0.28,1.6,0.052000000000000005,46.0,169.0,0.9926,3.05,0.41,10.5,0
1928,1928,7.0,0.27,0.32,6.8,0.047,47.0,193.0,0.9938,3.23,0.39,11.4,1
1929,1929,8.8,0.34,0.33,9.7,0.036000000000000004,46.0,172.0,0.9966,3.08,0.4,10.2,0
1930,1930,9.2,0.27,0.34,10.5,0.043,49.0,228.0,0.9974,3.04,0.41,10.4,1
1931,1931,7.1,0.49,0.22,2.0,0.047,146.5,307.5,0.9924,3.24,0.37,11.0,0
1932,1932,9.2,0.71,0.23,6.2,0.042,15.0,93.0,0.9948,2.89,0.34,10.1,1
1933,1933,7.2,0.47,0.65,8.3,0.083,27.0,182.0,0.9964,3.0,0.35,9.2,0
1934,1934,6.8,0.28,0.36,1.6,0.04,25.0,87.0,0.9924,3.23,0.66,10.3,1
1935,1935,8.8,0.34,0.33,9.7,0.036000000000000004,46.0,172.0,0.9966,3.08,0.4,10.2,0
1936,1936,9.2,0.27,0.34,10.5,0.043,49.0,228.0,0.9974,3.04,0.41,10.4,1
1937,1937,7.3,0.13,0.27,4.6,0.08,34.0,172.0,0.9938,3.23,0.39,11.1,1
1938,1938,7.2,0.16,0.35,1.2,0.031,27.0,84.0,0.9928,3.33,0.34,9.9,0
1939,1939,6.8,0.31,0.32,7.6,0.052000000000000005,35.0,143.0,0.9959,3.14,0.38,9.0,0
1940,1940,8.3,0.36,0.57,15.0,0.052000000000000005,35.0,256.0,1.0001,2.93,0.64,8.6,0
1941,1941,6.8,0.31,0.32,7.6,0.052000000000000005,35.0,143.0,0.9959,3.14,0.38,9.0,0
1942,1942,8.3,0.36,0.57,15.0,0.052000000000000005,35.0,256.0,1.0001,2.93,0.64,8.6,0
1943,1943,6.3,0.25,0.44,11.6,0.041,48.0,195.0,0.9968,3.18,0.52,9.5,0
1944,1944,6.0,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,0
1945,1945,8.1,0.26,0.3,7.8,0.049,39.0,152.0,0.9954,2.99,0.58,10.0,1
1946,1946,6.4,0.22,0.32,12.0,0.066,57.0,158.0,0.9992,3.6,0.43,9.0,1
1947,1947,5.7,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,0
1948,1948,7.2,0.19,0.31,1.4,0.046,37.0,135.0,0.9939,3.34,0.57,10.2,1
1949,1949,6.7,0.31,0.44,6.7,0.054000000000000006,29.0,160.0,0.9952,3.04,0.44,9.6,0
1950,1950,8.0,0.25,0.13,17.2,0.036000000000000004,49.0,219.0,0.9996,2.96,0.46,9.7,0
1951,1951,9.9,1.005,0.46,1.4,0.046,34.0,185.0,0.9966,3.02,0.49,10.2,0
1952,1952,8.1,0.31,0.36,8.2,0.028,29.0,142.0,0.9925,3.01,0.34,13.0,1
1953,1953,8.1,0.24,0.38,4.3,0.044,49.0,172.0,0.996,3.37,0.74,10.8,1
1954,1954,8.0,0.25,0.13,17.2,0.036000000000000004,49.0,219.0,0.9996,2.96,0.46,9.7,0
1955,1955,6.4,0.29,0.28,11.1,0.063,66.0,169.0,0.9973,2.89,0.57,9.0,0
1956,1956,7.2,0.15,0.33,1.1,0.027000000000000003,16.0,63.0,0.9937,3.37,0.4,9.9,0
1957,1957,7.0,0.12,0.32,7.2,0.058,22.0,89.0,0.9966,3.29,0.38,9.2,1
1958,1958,7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,8.7,1
1959,1959,8.5,0.17,0.31,1.0,0.024,13.0,91.0,0.993,2.79,0.37,10.1,0
1960,1960,8.5,0.17,0.31,1.0,0.024,13.0,91.0,0.993,2.79,0.37,10.1,0
1961,1961,9.5,0.21,0.47,1.3,0.039,21.0,123.0,0.9959,2.9,0.64,9.5,0
1962,1962,8.2,0.21,0.48,1.4,0.041,11.0,99.0,0.9958,3.17,0.57,9.9,0
1963,1963,7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,8.7,1
1964,1964,6.8,0.31,0.42,6.9,0.046,50.0,173.0,0.9958,3.19,0.46,9.0,0
1965,1965,6.8,0.27,0.28,13.3,0.076,50.0,163.0,0.9979,3.03,0.38,8.6,1
1966,1966,7.4,0.21,0.3,8.1,0.047,13.0,114.0,0.9941,3.12,0.35,10.5,1
1967,1967,8.0,0.23,0.35,9.2,0.044,53.0,186.0,0.997,3.09,0.56,9.5,1
1968,1968,7.6,0.2,0.31,1.4,0.047,41.0,142.0,0.9934,3.43,0.53,10.1,1
1969,1969,6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,1
1970,1970,8.3,0.49,0.43,2.5,0.036000000000000004,32.0,116.0,0.9944,3.23,0.47,10.7,1
1971,1971,6.3,0.41,0.3,3.2,0.03,49.0,164.0,0.9927,3.53,0.79,11.7,1
1972,1972,7.6,0.2,0.26,4.5,0.086,37.0,133.0,0.9963,3.15,0.42,9.2,0
1973,1973,7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,0
1974,1974,7.5,0.26,0.26,18.35,0.084,33.0,139.0,1.0011,3.17,0.39,8.8,0
1975,1975,6.8,0.27,0.35,7.8,0.048,76.0,197.0,0.9959,3.24,0.43,9.5,1
1976,1976,6.8,0.28,0.37,7.0,0.057,35.0,208.0,0.9973,3.57,0.55,10.2,0
1977,1977,8.4,0.2,0.27,6.3,0.048,30.0,143.0,0.9966,3.25,0.5,9.1,1
1978,1978,7.9,0.33,0.26,1.2,0.044,23.0,103.0,0.9932,3.19,0.54,10.5,1
1979,1979,7.5,0.38,0.5,12.8,0.042,57.0,184.0,0.9984,3.09,0.46,9.0,1
1980,1980,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,1
1981,1981,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,1
1982,1982,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,1
1983,1983,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,1
1984,1984,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,1
1985,1985,8.1,0.19,0.58,16.65,0.049,48.0,181.0,1.0006,3.2,0.62,9.1,1
1986,1986,7.6,0.16,0.41,1.9,0.047,27.0,151.0,0.9937,3.2,0.53,10.1,1
1987,1987,8.1,0.22,0.28,7.7,0.043,57.0,176.0,0.9954,3.12,0.55,10.0,0
1988,1988,8.0,0.22,0.32,10.4,0.043,63.0,201.0,0.997,3.11,0.53,9.5,1
1989,1989,7.1,0.33,0.3,3.3,0.034,30.0,102.0,0.9912,3.08,0.31,12.3,1
1990,1990,6.4,0.43,0.27,1.1,0.054000000000000006,5.0,110.0,0.9939,3.24,0.52,9.1,0
1991,1991,7.6,0.2,0.3,14.2,0.056,53.0,212.5,0.999,3.14,0.46,8.9,1
1992,1992,7.0,0.12,0.28,6.3,0.057,17.0,103.0,0.9957,3.5,0.44,9.6,0
1993,1993,7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6,1
1994,1994,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,1
1995,1995,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,1
1996,1996,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,1
1997,1997,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,1
1998,1998,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,1
1999,1999,7.3,0.18,0.31,17.3,0.055,32.0,197.0,1.0002,3.13,0.46,9.0,1
2000,2000,6.8,0.31,0.09,1.4,0.04,56.0,145.0,0.9922,3.19,0.46,10.0,0
2001,2001,6.7,0.31,0.08,1.3,0.038,58.0,147.0,0.9922,3.18,0.46,10.0,0
2002,2002,7.6,0.17,0.35,1.6,0.047,43.0,154.0,0.9934,3.36,0.69,11.1,1
2003,2003,7.4,0.3,0.22,5.25,0.053,33.0,180.0,0.9926,3.13,0.45,11.6,1
2004,2004,7.4,0.26,0.31,2.4,0.043,58.0,178.0,0.9941,3.42,0.68,10.6,1
2005,2005,7.0,0.28,0.33,14.6,0.043,47.0,168.0,0.9994,3.34,0.67,8.8,1
2006,2006,8.4,0.2,0.38,11.8,0.055,51.0,170.0,1.0004,3.34,0.82,8.9,1
2007,2007,5.6,0.18,0.31,1.5,0.038,16.0,84.0,0.9924,3.34,0.58,10.1,1
2008,2008,7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,0
2009,2009,8.0,0.4,0.33,7.7,0.034,27.0,98.0,0.9935,3.18,0.41,12.2,1
2010,2010,7.0,0.25,0.56,2.0,0.035,20.0,95.0,0.9918,3.23,0.53,11.0,1
2011,2011,7.2,0.15,0.39,1.8,0.043,21.0,159.0,0.9948,3.52,0.47,10.0,0
2012,2012,6.8,0.18,0.46,1.4,0.064,37.0,160.0,0.9924,3.37,0.45,11.1,0
2013,2013,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,1
2014,2014,9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36,11.8,0
2015,2015,6.9,0.19,0.39,8.0,0.028,22.0,84.0,0.994,3.11,0.66,10.8,1
2016,2016,6.3,0.41,0.33,4.7,0.023,28.0,110.0,0.991,3.3,0.38,12.5,1
2017,2017,9.0,0.55,0.3,8.1,0.026,14.0,71.0,0.993,2.94,0.36,11.8,0
2018,2018,7.0,0.2,0.34,2.1,0.049,12.0,136.0,0.9922,3.25,0.46,11.6,1
2019,2019,6.6,0.32,0.22,16.7,0.046,38.0,133.0,0.9979,3.22,0.67,10.4,1
2020,2020,7.7,0.26,0.34,6.4,0.05,36.0,163.0,0.9937,3.19,0.7,11.5,1
2021,2021,6.3,0.21,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,1
2022,2022,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,1
2023,2023,6.3,0.21,0.28,1.5,0.051,46.0,142.0,0.9928,3.23,0.42,10.1,1
2024,2024,8.0,0.43,0.4,12.4,0.168,29.0,190.0,0.9991,3.07,0.64,9.2,0
2025,2025,7.5,0.3,0.71,1.3,0.16,44.0,149.0,0.9948,3.08,0.42,8.9,0
2026,2026,6.4,0.26,0.4,1.7,0.179,5.0,60.0,0.9925,3.09,0.54,10.1,0
2027,2027,6.9,0.32,0.15,8.1,0.046,51.0,180.0,0.9958,3.13,0.45,8.9,0
2028,2028,8.9,0.21,0.34,7.1,0.037000000000000005,33.0,150.0,0.9962,3.1,0.45,9.7,1
2029,2029,7.6,0.34,0.39,7.6,0.04,45.0,215.0,0.9965,3.11,0.53,9.2,1
2030,2030,9.5,0.42,0.41,2.3,0.034,22.0,145.0,0.9951,3.06,0.52,11.0,1
2031,2031,7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7,0
2032,2032,6.5,0.25,0.2,1.4,0.024,29.0,101.0,0.9916,3.24,0.54,10.8,1
2033,2033,7.2,0.23,0.33,12.7,0.049,50.0,183.0,0.9987,3.41,0.4,9.8,0
2034,2034,7.9,0.35,0.36,1.6,0.038,11.0,124.0,0.9928,3.25,0.48,11.0,0
2035,2035,8.8,0.2,0.28,1.1,0.018000000000000002,18.0,72.0,0.9926,2.97,0.35,10.4,0
2036,2036,5.7,0.27,0.32,1.2,0.046,20.0,155.0,0.9934,3.8,0.41,10.2,1
2037,2037,7.6,0.29,0.26,6.5,0.042,32.0,160.0,0.9944,3.14,0.47,10.7,0
2038,2038,5.5,0.14,0.27,4.6,0.029,22.0,104.0,0.9949,3.34,0.44,9.0,0
2039,2039,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,0
2040,2040,6.7,0.3,0.45,10.6,0.032,56.0,212.0,0.997,3.22,0.59,9.5,1
2041,2041,5.5,0.14,0.27,4.6,0.029,22.0,104.0,0.9949,3.34,0.44,9.0,0
2042,2042,5.6,0.13,0.27,4.8,0.028,22.0,104.0,0.9948,3.34,0.45,9.2,1
2043,2043,7.4,0.18,0.34,2.7,0.03,30.0,107.0,0.992,2.97,0.53,11.0,1
2044,2044,5.7,0.385,0.04,12.6,0.034,22.0,115.0,0.9964,3.28,0.63,9.9,1
2045,2045,8.7,0.24,0.35,0.6,0.042,11.0,71.0,0.9926,3.08,0.38,10.6,0
2046,2046,8.3,0.33,0.43,9.2,0.046,22.0,126.0,0.9982,3.38,0.47,9.3,0
2047,2047,6.8,0.34,0.44,6.6,0.052000000000000005,28.0,156.0,0.9955,3.14,0.41,9.6,0
2048,2048,6.8,0.33,0.44,7.0,0.05,29.0,155.0,0.9955,3.14,0.42,9.5,0
2049,2049,6.3,0.28,0.24,8.45,0.031,32.0,172.0,0.9958,3.39,0.57,9.7,1
2050,2050,11.8,0.23,0.38,11.1,0.034,15.0,123.0,0.9997,2.93,0.55,9.7,0
2051,2051,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,0
2052,2052,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,0
2053,2053,8.6,0.485,0.29,4.1,0.026,19.0,101.0,0.9918,3.01,0.38,12.4,0
2054,2054,8.6,0.485,0.29,4.1,0.026,19.0,101.0,0.9918,3.01,0.38,12.4,0
2055,2055,7.3,0.29,0.29,4.6,0.029,27.0,155.0,0.9931,3.07,0.26,10.6,1
2056,2056,6.8,0.21,0.27,18.15,0.042,41.0,146.0,1.0001,3.3,0.36,8.7,0
2057,2057,6.7,0.31,0.31,4.9,0.031,20.0,151.0,0.9926,3.36,0.82,12.0,1
2058,2058,7.3,0.29,0.37,8.3,0.044,45.0,227.0,0.9966,3.12,0.47,9.0,0
2059,2059,5.7,0.46,0.46,1.4,0.04,31.0,169.0,0.9932,3.13,0.47,8.8,0
2060,2060,6.8,0.28,0.44,11.5,0.04,58.0,223.0,0.9969,3.22,0.56,9.5,0
2061,2061,6.7,0.23,0.33,1.8,0.036000000000000004,23.0,96.0,0.9925,3.32,0.4,10.8,1
2062,2062,6.9,0.17,0.25,1.6,0.047,34.0,132.0,0.9914,3.16,0.48,11.4,0
2063,2063,7.6,0.18,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,10.3,0
2064,2064,6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,9.5,1
2065,2065,7.8,0.27,0.28,1.8,0.05,21.0,127.0,0.9934,3.15,0.44,9.9,0
2066,2066,7.7,0.28,0.29,4.3,0.051,25.0,142.0,0.9939,3.16,0.39,10.2,0
2067,2067,7.6,0.29,0.29,4.4,0.051,26.0,146.0,0.9939,3.16,0.39,10.2,0
2068,2068,5.7,0.32,0.18,1.4,0.029,26.0,104.0,0.9906,3.44,0.37,11.0,1
2069,2069,7.1,0.33,0.25,1.6,0.03,25.0,126.0,0.9901,3.22,0.34,12.1,1
2070,2070,7.3,0.34,0.3,1.3,0.057,25.0,173.0,0.9948,3.26,0.51,9.1,1
2071,2071,6.5,0.19,0.26,5.2,0.04,31.0,140.0,0.995,3.26,0.68,9.5,1
2072,2072,6.6,0.23,0.27,5.6,0.043,43.0,164.0,0.9953,3.27,0.76,9.5,0
2073,2073,6.6,0.27,0.29,5.3,0.045,57.0,189.0,0.9953,3.31,0.79,9.8,0
2074,2074,6.6,0.22,0.28,4.9,0.042,51.0,180.0,0.9952,3.3,0.75,9.5,1
2075,2075,7.6,0.18,0.36,2.4,0.049,38.0,123.0,0.996,3.6,0.46,10.3,0
2076,2076,6.8,0.36,0.32,1.6,0.039,10.0,124.0,0.9948,3.3,0.67,9.6,0
2077,2077,7.0,0.22,0.39,2.1,0.055,39.0,198.0,0.9951,3.52,0.54,10.2,1
2078,2078,5.9,0.17,0.3,1.4,0.042,25.0,119.0,0.9931,3.68,0.72,10.5,1
2079,2079,7.4,0.45,0.32,7.1,0.044,17.0,117.0,0.9962,3.32,0.41,10.4,0
2080,2080,6.8,0.36,0.32,1.6,0.039,10.0,124.0,0.9948,3.3,0.67,9.6,0
2081,2081,7.5,0.42,0.14,10.7,0.046,18.0,95.0,0.9959,3.22,0.33,10.7,0
2082,2082,7.5,0.33,0.32,11.1,0.036000000000000004,25.0,119.0,0.9962,3.15,0.34,10.5,1
2083,2083,9.4,0.3,0.32,10.7,0.029,14.0,111.0,0.9958,2.85,0.42,10.6,0
2084,2084,7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,1
2085,2085,7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,1
2086,2086,8.2,0.17,0.32,1.5,0.05,17.0,101.0,0.994,3.14,0.58,9.5,0
2087,2087,8.3,0.17,0.31,1.5,0.049,48.0,153.0,0.9942,3.12,0.58,9.4,1
2088,2088,8.7,0.15,0.3,1.6,0.046,29.0,130.0,0.9942,3.22,0.38,9.8,1
2089,2089,7.9,0.17,0.32,1.6,0.053,47.0,150.0,0.9948,3.29,0.76,9.6,1
2090,2090,7.2,0.25,0.19,8.0,0.044,51.0,172.0,0.9964,3.16,0.44,9.2,0
2091,2091,7.2,0.24,0.19,7.7,0.045,53.0,176.0,0.9958,3.17,0.38,9.5,0
2092,2092,5.3,0.76,0.03,2.7,0.043,27.0,93.0,0.9932,3.34,0.38,9.2,0
2093,2093,6.6,0.22,0.53,15.1,0.052000000000000005,22.0,136.0,0.9986,2.94,0.35,9.4,0
2094,2094,6.6,0.22,0.53,15.1,0.052000000000000005,22.0,136.0,0.9986,2.94,0.35,9.4,0
2095,2095,8.4,0.28,0.4,8.9,0.048,33.0,146.0,0.9988,3.4,0.46,9.3,0
2096,2096,6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,9.1,0
2097,2097,6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,9.5,0
2098,2098,7.4,0.18,0.36,13.1,0.056,72.0,163.0,1.0,3.42,0.35,9.1,1
2099,2099,6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6,0
2100,2100,6.7,0.24,0.33,12.3,0.046,31.0,145.0,0.9983,3.36,0.4,9.5,0
2101,2101,6.8,0.28,0.35,2.3,0.042,16.0,85.0,0.9906,3.19,0.56,12.4,1
2102,2102,6.2,0.34,0.3,11.1,0.047,28.0,237.0,0.9981,3.18,0.49,8.7,0
2103,2103,6.0,0.27,0.15,1.5,0.056,35.0,128.0,0.9936,3.12,0.45,8.8,0
2104,2104,6.0,0.16,0.3,6.7,0.043,43.0,153.0,0.9951,3.63,0.46,10.6,0
2105,2105,6.8,0.32,0.34,6.0,0.05,5.0,129.0,0.9953,3.19,0.4,9.1,0
2106,2106,8.5,0.24,0.47,15.2,0.057,40.0,234.0,1.0005,3.02,0.66,9.0,0
